State,County,Make,Model,Count,Longitude,Latitude
WA,Yakima,BMW,X5,1,-120.477805,46.553505
WA,Snohomish,TESLA,MODEL Y,1,-122.1876761,47.820517
WA,King,SUBARU,SOLTERRA,1,-122.29179,47.43473
WA,Yakima,FORD,MUSTANG MACH-E,1,-120.6027202,46.5965625
WA,Whitman,KIA,EV6,1,-117.17912,46.730885
WA,Chelan,BMW,I4,1,-120.1531,47.885505
WA,Stevens,TESLA,MODEL Y,1,-117.90431,48.547075
WA,Snohomish,TESLA,MODEL 3,1,-122.179458,47.802589
WA,Snohomish,KIA,EV6,1,-121.972215,47.85674
WA,Snohomish,TESLA,MODEL Y,1,-122.1876761,47.820517
WA,Snohomish,KIA,EV6,1,-122.091505,47.915555
WA,King,AUDI,E-TRON,1,-122.2377542,47.582905
WA,King,RIVIAN,R1T,1,-122.11832,47.6245
WA,King,TESLA,MODEL 3,1,-122.3223156,47.6402108
WA,King,FORD,MUSTANG MACH-E,1,-122.29179,47.43473
WA,Kitsap,JEEP,WRANGLER,1,-122.65223,47.57192
WA,King,TESLA,MODEL Y,1,-122.209285,47.71124
WA,King,TESLA,MODEL X,1,-122.199755,47.37483
WA,Cowlitz,VOLKSWAGEN,ID.4,1,-122.73125,45.923065
WA,King,TESLA,MODEL Y,1,-122.12302,47.67668
WA,King,TESLA,MODEL 3,1,-122.2012521,47.3931814
WA,King,TESLA,MODEL Y,1,-122.0313266,47.6285782
WA,King,TESLA,MODEL 3,1,-122.34848,47.632405
WA,King,HYUNDAI,KONA ELECTRIC,1,-122.29179,47.43473
WA,King,CHEVROLET,BOLT EV,1,-122.355145,47.505655
WA,Thurston,POLESTAR,PS2,1,-122.92145,47.045935
WA,King,CHEVROLET,BOLT EUV,1,-122.296385,47.71558
WA,Snohomish,TESLA,MODEL X,1,-122.1713847,48.10433
WA,King,TESLA,MODEL 3,1,-122.286465,47.476
WA,Clark,BMW,X5,1,-122.405565,45.59009
WA,King,TESLA,MODEL Y,1,-122.0313266,47.6285782
WA,King,CHEVROLET,BOLT EV,1,-122.329075,47.6018
WA,King,TESLA,MODEL Y,1,-122.34584,47.76726
WA,Kitsap,TESLA,MODEL Y,1,-122.64177,47.737525
WA,Clark,HYUNDAI,SANTA FE,1,-122.74291,45.818445
WA,King,TESLA,MODEL Y,1,-122.16937,47.571015
WA,King,TESLA,MODEL Y,1,-122.34848,47.632405
WA,King,BMW,X5,1,-122.0313266,47.6285782
WA,King,TESLA,MODEL Y,1,-121.999595,47.547635
WA,King,TESLA,MODEL Y,1,-122.05191,47.357985
WA,King,TESLA,MODEL 3,1,-122.201905,47.61385
WA,King,KIA,SPORTAGE,1,-122.0313266,47.6285782
WA,King,TESLA,MODEL 3,1,-122.197,47.43876
WA,King,TESLA,MODEL X,1,-122.12302,47.67668
WA,King,TESLA,MODEL 3,1,-122.201905,47.61385
WA,King,BMW,I4,1,-122.147385,47.599975
WA,Snohomish,MITSUBISHI,OUTLANDER,1,-122.1876761,47.820517
WA,King,HYUNDAI,KONA ELECTRIC,1,-122.29179,47.43473
WA,Kitsap,CHEVROLET,BOLT EV,1,-122.639265,47.5373
WA,King,CHRYSLER,PACIFICA,1,-122.29179,47.43473
WA,King,TESLA,MODEL Y,1,-122.30839,47.610365
WA,King,NISSAN,LEAF,1,-122.306935,47.62441
WA,King,VOLVO,C40,1,-122.37275,47.68968
WA,King,TESLA,MODEL Y,1,-122.0313266,47.6285782
WA,King,RIVIAN,R1S,1,-122.306935,47.62441
WA,King,TESLA,MODEL Y,1,-121.9810747,47.7377962
WA,King,JEEP,GRAND CHEROKEE,1,-122.3223156,47.6402108
WA,King,RIVIAN,R1S,1,-122.34301,47.659185
WA,King,TESLA,MODEL Y,1,-122.0313266,47.6285782
WA,King,TESLA,MODEL 3,1,-122.296385,47.71558
WA,Clark,TESLA,MODEL X,1,-122.5146473,45.67862
WA,King,RIVIAN,R1S,1,-122.201905,47.61385
WA,King,TESLA,MODEL Y,1,-122.319115,47.66132
WA,Thurston,TESLA,MODEL Y,1,-122.8874781,47.0519573
WA,King,TESLA,MODEL X,1,-122.03309,47.58153
WA,Clark,TESLA,MODEL Y,1,-122.53218,45.77945
WA,King,TESLA,MODEL Y,1,-122.0313266,47.6285782
WA,King,CHRYSLER,PACIFICA,1,-122.201905,47.61385
WA,King,FORD,MUSTANG MACH-E,1,-122.12302,47.67668
WA,Clark,KIA,NIRO,1,-122.5146473,45.67862
WA,King,CHRYSLER,PACIFICA,1,-122.29179,47.43473
WA,King,TESLA,MODEL Y,1,-122.111625,47.36078
WA,King,FORD,MUSTANG MACH-E,1,-122.3175,47.7578146
WA,King,HYUNDAI,IONIQ 5,1,-122.209285,47.71124
WA,King,HYUNDAI,IONIQ 5,1,-122.209285,47.71124
WA,Kitsap,TESLA,MODEL 3,1,-122.5235781,47.6293323
WA,King,KIA,EV6,1,-122.382425,47.77279
WA,King,TESLA,MODEL 3,1,-122.15734,47.487175
WA,Snohomish,CHEVROLET,BOLT EV,1,-122.179458,47.802589
WA,Clark,CHEVROLET,BOLT EV,1,-122.589388,45.6228731
WA,King,AUDI,Q4,1,-121.999595,47.547635
WA,King,TESLA,MODEL 3,1,-122.0313266,47.6285782
WA,Clark,TESLA,MODEL 3,1,-122.666325,45.641205
WA,King,TESLA,MODEL Y,1,-122.235475,47.3809
WA,King,TESLA,MODEL 3,1,-122.147385,47.599975
WA,King,RIVIAN,R1S,1,-122.209285,47.71124
WA,King,BMW,I4,1,-122.209285,47.71124
WA,King,FORD,MUSTANG MACH-E,1,-122.34584,47.76726
WA,King,TESLA,MODEL 3,1,-121.9810747,47.7377962
WA,Snohomish,TESLA,MODEL Y,1,-122.2247757,47.9156409
WA,King,TESLA,MODEL 3,1,-122.363815,47.63046
WA,King,BMW,X5,1,-122.3219166,47.4013897
WA,King,TESLA,MODEL Y,1,-122.382425,47.77279
WA,Yakima,TESLA,MODEL 3,1,-120.26034,46.404935
WA,King,TESLA,MODEL 3,1,-122.3223156,47.6402108
WA,King,TESLA,MODEL 3,1,-121.9810747,47.7377962
WA,King,RIVIAN,R1S,1,-122.306935,47.62441
WA,King,TESLA,MODEL X,1,-122.12302,47.67668
WA,King,TESLA,MODEL 3,1,-122.1820969,47.3198995
WA,King,TESLA,MODEL 3,1,-122.3219166,47.4013897
WA,King,CHEVROLET,BOLT EUV,1,-122.151665,47.75855
WA,Snohomish,TESLA,MODEL Y,1,-122.2247757,47.9156409
WA,King,TESLA,MODEL Y,1,-122.12302,47.67668
WA,King,TESLA,MODEL 3,1,-122.2509349,47.25013
WA,King,MERCEDES-BENZ,EQE-CLASS SUV,1,-122.329815,47.57981
WA,Snohomish,TESLA,MODEL 3,1,-122.1876761,47.820517
WA,Clark,TESLA,MODEL Y,1,-122.5146473,45.67862
WA,King,MITSUBISHI,OUTLANDER,1,-122.29179,47.43473
WA,King,VOLKSWAGEN,ID.4,1,-122.16937,47.571015
WA,King,CHRYSLER,PACIFICA,1,-122.29179,47.43473
WA,Snohomish,FORD,MUSTANG MACH-E,1,-122.112265,48.0047
WA,King,KIA,EV6,1,-122.3185,47.67949
WA,King,TESLA,MODEL Y,1,-122.34848,47.632405
WA,King,CHEVROLET,BOLT EV,1,-122.329075,47.6018
WA,King,TESLA,MODEL 3,1,-122.111625,47.36078
WA,Cowlitz,TESLA,MODEL Y,1,-122.9379953,46.1372997
WA,King,BMW,I4,1,-122.382425,47.77279
WA,King,TESLA,MODEL Y,1,-122.201905,47.61385
WA,King,TESLA,MODEL Y,1,-122.16937,47.571015
WA,Kitsap,TESLA,MODEL Y,1,-122.847462,47.63836
WA,Clark,HYUNDAI,SANTA FE,1,-122.7033368,45.7042923
WA,King,TESLA,MODEL 3,1,-122.16937,47.571015
WA,King,TESLA,MODEL Y,1,-122.30823,47.581975
WA,King,TESLA,MODEL 3,1,-122.34301,47.659185
WA,King,RIVIAN,R1S,1,-121.999595,47.547635
WA,King,TESLA,MODEL Y,1,-122.180505,47.500055
WA,Snohomish,TESLA,MODEL Y,1,-122.1876761,47.820517
WA,King,TESLA,MODEL Y,1,-122.16937,47.571015
WA,King,TESLA,MODEL 3,1,-122.209285,47.71124
WA,Clark,HYUNDAI,IONIQ 5,1,-122.589388,45.6228731
WA,King,KIA,NIRO,1,-122.296385,47.71558
WA,King,NISSAN,LEAF,1,-122.306935,47.62441
WA,Clark,VOLKSWAGEN,ID.4,1,-122.7033368,45.7042923
WA,Cowlitz,TESLA,MODEL Y,1,-122.9379953,46.1372997
WA,King,FORD,MUSTANG MACH-E,1,-122.3175,47.7578146
WA,King,HYUNDAI,IONIQ 5,1,-122.37275,47.68968
WA,Snohomish,KIA,NIRO,1,-122.240535,47.91139
WA,King,TESLA,MODEL Y,1,-122.180505,47.500055
WA,King,TESLA,MODEL 3,1,-122.201905,47.61385
WA,King,TESLA,MODEL Y,1,-122.16085,47.624515
WA,King,RIVIAN,R1S,1,-122.20264,47.6785
WA,King,TESLA,MODEL X,1,-122.20264,47.6785
WA,King,TESLA,MODEL Y,1,-122.306935,47.62441
WA,King,TESLA,MODEL Y,1,-122.16085,47.624515
WA,King,TESLA,MODEL Y,1,-122.363215,47.3084
WA,King,GENESIS,G80,1,-122.29179,47.43473
WA,Snohomish,VOLKSWAGEN,ID.4,1,-122.240535,47.91139
WA,King,TESLA,MODEL 3,1,-122.306935,47.62441
WA,King,TESLA,MODEL Y,1,-122.0313266,47.6285782
WA,Clark,TESLA,MODEL 3,1,-122.4853873,45.6083347
WA,Snohomish,TESLA,MODEL X,1,-122.091505,47.915555
WA,Clark,CHRYSLER,PACIFICA,1,-122.589388,45.6228731
WA,King,TESLA,MODEL 3,1,-122.209285,47.71124
WA,Clark,TESLA,MODEL Y,1,-122.675975,45.630465
WA,King,TESLA,MODEL Y,1,-122.180505,47.500055
WA,King,TESLA,MODEL Y,1,-122.03309,47.58153
WA,King,AUDI,Q4,1,-122.37275,47.68968
WA,King,TESLA,MODEL Y,1,-122.3175,47.7578146
WA,Clark,BMW,I4,1,-122.51692,45.6228
WA,King,TESLA,MODEL Y,1,-122.363215,47.3084
WA,King,CHRYSLER,PACIFICA,1,-122.29179,47.43473
WA,King,TESLA,MODEL Y,1,-122.20264,47.6785
WA,King,CHRYSLER,PACIFICA,1,-122.29179,47.43473
WA,King,MITSUBISHI,OUTLANDER,1,-122.29179,47.43473
WA,King,CHRYSLER,PACIFICA,1,-122.29179,47.43473
WA,Clark,TESLA,MODEL 3,1,-122.7033368,45.7042923
WA,King,FORD,MUSTANG MACH-E,1,-122.03646,47.534065
WA,Kitsap,FORD,ESCAPE,1,-122.65223,47.57192
WA,King,TESLA,MODEL 3,1,-122.15734,47.487175
WA,King,TESLA,MODEL Y,1,-122.20264,47.6785
WA,King,TESLA,MODEL Y,1,-122.3175,47.7578146
WA,King,VOLKSWAGEN,ID.4,1,-122.296385,47.71558
WA,Clark,RIVIAN,R1S,1,-122.405565,45.59009
WA,King,HYUNDAI,IONIQ 5,1,-122.16937,47.571015
WA,King,AUDI,E-TRON,1,-122.20264,47.6785
WA,King,FORD,TRANSIT,1,-122.235475,47.3809
WA,King,CHEVROLET,BOLT EV,1,-122.3185,47.67949
WA,King,HYUNDAI,KONA ELECTRIC,1,-122.29179,47.43473
WA,King,RIVIAN,R1S,1,-122.306935,47.62441
WA,Kitsap,FORD,F-150,1,-122.6468815,47.6344364
WA,King,TESLA,MODEL 3,1,-122.209285,47.71124
WA,King,TESLA,MODEL 3,1,-122.0313266,47.6285782
WA,King,HYUNDAI,SANTA FE,1,-122.3175,47.7578146
WA,King,LEXUS,RZ 450E,1,-122.2012521,47.3931814
WA,King,CHRYSLER,PACIFICA,1,-122.29179,47.43473
WA,King,TESLA,MODEL Y,1,-121.999595,47.547635
WA,King,TESLA,MODEL 3,1,-122.296385,47.71558
WA,King,TESLA,MODEL 3,1,-122.378895,47.66905
WA,King,LEXUS,RZ 450E,1,-122.197,47.43876
WA,King,RIVIAN,R1S,1,-122.03309,47.58153
WA,King,KIA,NIRO,1,-122.38679,47.56484
WA,King,HYUNDAI,IONIQ 5,1,-122.29179,47.43473
WA,King,BMW,X5,1,-122.20264,47.6785
WA,King,TESLA,MODEL Y,1,-122.0313266,47.6285782
WA,King,TESLA,MODEL 3,1,-122.209285,47.71124
WA,King,HYUNDAI,KONA ELECTRIC,1,-122.29179,47.43473
WA,Thurston,HYUNDAI,IONIQ 5,1,-122.61023,46.94126
WA,Yakima,NISSAN,ARIYA,1,-120.500225,46.6043
WA,Clark,TESLA,MODEL 3,1,-122.405565,45.59009
WA,Clark,HYUNDAI,TUCSON,1,-122.6706246,45.8662548
WA,King,TESLA,MODEL Y,1,-122.201905,47.61385
WA,Clark,TESLA,MODEL 3,1,-122.5146473,45.67862
WA,King,CHRYSLER,PACIFICA,1,-122.29179,47.43473
WA,King,TESLA,MODEL Y,1,-122.34584,47.76726
WA,King,TESLA,MODEL Y,1,-122.344125,47.61546
WA,Cowlitz,TESLA,MODEL Y,1,-122.90724,46.14458
WA,King,MITSUBISHI,OUTLANDER,1,-122.3219166,47.4013897
WA,King,RIVIAN,R1S,1,-122.30839,47.610365
WA,King,GENESIS,GV60,1,-122.382425,47.77279
WA,Kitsap,HYUNDAI,IONIQ 5,1,-122.54483,47.41801
WA,King,SUBARU,SOLTERRA,1,-122.29179,47.43473
WA,King,RIVIAN,R1S,1,-122.209285,47.71124
WA,King,HYUNDAI,KONA ELECTRIC,1,-122.29179,47.43473
WA,King,VOLKSWAGEN,ID.4,1,-122.12302,47.67668
WA,King,TESLA,MODEL Y,1,-122.16937,47.571015
WA,King,TESLA,MODEL X,1,-122.0313266,47.6285782
WA,King,TESLA,MODEL Y,1,-122.16085,47.624515
WA,Clark,TESLA,MODEL Y,1,-122.7033368,45.7042923
WA,King,TESLA,MODEL Y,1,-122.355145,47.505655
WA,King,CHEVROLET,BOLT EUV,1,-122.30839,47.610365
WA,Kitsap,VOLVO,S60,1,-122.5235781,47.6293323
WA,King,LEXUS,RZ 450E,1,-122.201905,47.61385
WA,King,TESLA,MODEL X,1,-122.34584,47.76726
WA,Snohomish,TESLA,MODEL 3,1,-122.112265,48.0047
WA,King,TESLA,MODEL X,1,-122.382425,47.77279
WA,Snohomish,VOLKSWAGEN,ID.4,1,-122.112265,48.0047
WA,King,HYUNDAI,KONA ELECTRIC,1,-122.29179,47.43473
WA,King,MINI,HARDTOP,1,-121.8740496,47.5345546
WA,King,TESLA,MODEL Y,1,-122.34584,47.76726
WA,King,CHEVROLET,BOLT EV,1,-122.3185,47.67949
WA,Clark,AUDI,Q4,1,-122.5146473,45.67862
WA,Clark,TOYOTA,RAV4 PRIME,1,-122.675975,45.630465
WA,Snohomish,TESLA,MODEL Y,1,-122.240535,47.91139
WA,King,KIA,SORENTO,1,-122.37439,47.54468
WA,Clark,BMW,X5,1,-122.405565,45.59009
WA,King,LUCID,AIR,1,-122.12302,47.67668
WA,King,RIVIAN,R1S,1,-122.11832,47.6245
WA,King,KIA,NIRO,1,-122.30839,47.610365
WA,King,MERCEDES-BENZ,EQS-CLASS SUV,1,-122.20578,47.762405
WA,King,SUBARU,SOLTERRA,1,-122.29179,47.43473
WA,King,TESLA,MODEL Y,1,-122.03646,47.534065
WA,King,TESLA,MODEL Y,1,-122.180505,47.500055
WA,King,TESLA,MODEL X,1,-122.12302,47.67668
WA,King,BMW,IX,1,-122.20578,47.762405
WA,King,TESLA,MODEL S,1,-122.11832,47.6245
WA,King,SUBARU,SOLTERRA,1,-122.29179,47.43473
WA,King,TESLA,MODEL Y,1,-122.355145,47.505655
WA,King,FORD,MUSTANG MACH-E,1,-122.20578,47.762405
WA,King,TESLA,MODEL Y,1,-122.201905,47.61385
WA,King,VOLKSWAGEN,ID.4,1,-122.197,47.43876
WA,King,TESLA,MODEL 3,1,-122.33589,47.61099
WA,King,NISSAN,LEAF,1,-122.382425,47.77279
WA,King,TESLA,MODEL Y,1,-122.3175,47.7578146
WA,King,AUDI,Q4,1,-122.306935,47.62441
WA,Clark,TESLA,MODEL 3,1,-122.641835,45.638545
WA,King,TESLA,MODEL Y,1,-122.11832,47.6245
WA,Kitsap,TESLA,MODEL Y,1,-122.50156,47.8019
WA,King,HYUNDAI,KONA ELECTRIC,1,-122.29179,47.43473
WA,King,VOLVO,XC90,1,-122.296385,47.71558
WA,King,TESLA,MODEL Y,1,-122.30823,47.581975
WA,Clark,CHEVROLET,BOLT EUV,1,-122.7033368,45.7042923
WA,King,TESLA,MODEL Y,1,-122.16937,47.571015
WA,King,CHEVROLET,BOLT EV,1,-122.363815,47.63046
WA,King,TESLA,MODEL Y,1,-121.999595,47.547635
WA,King,CHEVROLET,BOLT EV,1,-122.329075,47.6018
WA,Kitsap,FORD,F-150,1,-122.64177,47.737525
WA,King,BMW,I4,1,-122.20264,47.6785
WA,King,KIA,SPORTAGE,1,-122.111625,47.36078
WA,King,MERCEDES-BENZ,EQE-CLASS SUV,1,-122.329815,47.57981
WA,King,TESLA,MODEL 3,1,-122.355145,47.505655
WA,King,SUBARU,SOLTERRA,1,-122.29179,47.43473
WA,King,TESLA,MODEL Y,1,-122.16085,47.624515
WA,King,MINI,HARDTOP,1,-122.34584,47.76726
WA,King,TESLA,MODEL 3,1,-122.111625,47.36078
WA,King,TESLA,MODEL 3,1,-122.329075,47.6018
WA,King,FORD,F-150,1,-122.12302,47.67668
WA,King,TESLA,MODEL Y,1,-122.378895,47.66905
WA,King,BMW,530E,1,-122.2504747,47.7617128
WA,King,TESLA,MODEL 3,1,-122.34301,47.659185
WA,King,TESLA,MODEL Y,1,-122.201905,47.61385
WA,Thurston,TESLA,MODEL Y,1,-122.81709,46.988575
WA,Clark,TESLA,MODEL Y,1,-122.5918493,45.6617058
WA,King,TESLA,MODEL Y,1,-122.20264,47.6785
WA,King,HYUNDAI,IONIQ 5,1,-122.12302,47.67668
WA,King,TESLA,MODEL Y,1,-122.12302,47.67668
WA,King,CHEVROLET,BOLT EUV,1,-122.111625,47.36078
WA,King,TESLA,MODEL Y,1,-122.20578,47.762405
WA,King,HYUNDAI,KONA ELECTRIC,1,-122.29179,47.43473
WA,Clark,TESLA,MODEL Y,1,-122.405565,45.59009
WA,King,TESLA,MODEL Y,1,-122.306935,47.62441
WA,King,TESLA,MODEL Y,1,-122.12302,47.67668
WA,King,CHEVROLET,BOLT EUV,1,-122.1298876,47.4451257
WA,King,TESLA,MODEL Y,1,-122.30823,47.581975
WA,King,RIVIAN,R1T,1,-122.03309,47.58153
WA,Clark,TOYOTA,RAV4 PRIME,1,-122.74291,45.818445
WA,Thurston,NISSAN,LEAF,1,-122.8874781,47.0519573
WA,King,TESLA,MODEL 3,1,-122.20578,47.762405
WA,King,AUDI,Q4,1,-122.34301,47.659185
WA,King,SUBARU,SOLTERRA,1,-122.29179,47.43473
WA,Clark,TESLA,MODEL Y,1,-122.4853873,45.6083347
WA,Yakima,TESLA,MODEL 3,1,-120.6027202,46.5965625
WA,King,JEEP,WRANGLER,1,-122.34584,47.76726
WA,King,TESLA,MODEL Y,1,-122.20578,47.762405
WA,King,JEEP,WRANGLER,1,-122.2504747,47.7617128
WA,King,POLESTAR,PS2,1,-122.0313266,47.6285782
WA,King,FORD,MUSTANG MACH-E,1,-122.12302,47.67668
WA,King,TESLA,MODEL 3,1,-122.286465,47.476
WA,Snohomish,TESLA,MODEL 3,1,-122.179458,47.802589
WA,Kitsap,HYUNDAI,TUCSON,1,-122.5235781,47.6293323
WA,King,TESLA,MODEL Y,1,-122.0313266,47.6285782
WA,King,KIA,NIRO,1,-122.34584,47.76726
WA,King,SUBARU,SOLTERRA,1,-122.3175,47.7578146
WA,King,TESLA,MODEL X,1,-122.201905,47.61385
WA,King,KIA,SPORTAGE,1,-122.34584,47.76726
WA,King,MITSUBISHI,OUTLANDER,1,-122.29179,47.43473
WA,King,VOLKSWAGEN,ID.4,1,-122.222855,47.305065
WA,King,FORD,F-150,1,-122.199755,47.37483
WA,King,CHRYSLER,PACIFICA,1,-122.29179,47.43473
WA,King,TESLA,MODEL Y,1,-122.03309,47.58153
WA,Thurston,VOLKSWAGEN,ID.4,1,-122.89692,47.043535
WA,Clark,BMW,I4,1,-122.5146473,45.67862
WA,King,TESLA,MODEL Y,1,-122.03309,47.58153
WA,King,TOYOTA,PRIUS,1,-122.147385,47.599975
WA,King,TESLA,MODEL Y,1,-122.15734,47.487175
WA,King,TESLA,MODEL Y,1,-122.363215,47.3084
WA,King,VOLKSWAGEN,ID.4,1,-122.209285,47.71124
WA,King,TESLA,MODEL S,1,-122.201905,47.61385
WA,King,BMW,IX,1,-122.20264,47.6785
WA,King,TESLA,MODEL Y,1,-122.2504747,47.7617128
WA,King,TESLA,MODEL 3,1,-122.28339,47.549285
WA,Clark,KIA,EV6,1,-122.51692,45.6228
WA,King,VOLVO,XC60,1,-122.03309,47.58153
WA,King,SUBARU,SOLTERRA,1,-122.29179,47.43473
WA,King,AUDI,Q4,1,-122.20264,47.6785
WA,Snohomish,TESLA,MODEL Y,1,-122.1876761,47.820517
WA,King,LUCID,AIR,1,-122.16937,47.571015
WA,King,BMW,IX,1,-122.34301,47.659185
WA,King,TESLA,MODEL Y,1,-122.03309,47.58153
WA,King,TESLA,MODEL Y,1,-122.34584,47.76726
WA,Jefferson,BMW,330E,1,-122.7644197,48.1195874
WA,Snohomish,TESLA,MODEL Y,1,-122.1876761,47.820517
WA,King,TESLA,MODEL 3,1,-122.209285,47.71124
WA,King,JEEP,WRANGLER,1,-122.16085,47.624515
WA,King,TESLA,MODEL Y,1,-122.37275,47.68968
WA,King,TESLA,MODEL Y,1,-122.147385,47.599975
WA,King,TESLA,MODEL Y,1,-122.34301,47.659185
WA,King,TESLA,MODEL Y,1,-122.382425,47.77279
WA,Jefferson,TESLA,MODEL Y,1,-122.7644197,48.1195874
WA,King,SUBARU,SOLTERRA,1,-122.29179,47.43473
WA,King,TESLA,MODEL Y,1,-122.16085,47.624515
WA,King,TOYOTA,RAV4 PRIME,1,-122.296385,47.71558
WA,Clark,BMW,I4,1,-122.7033368,45.7042923
WA,King,VOLVO,XC40,1,-122.34301,47.659185
WA,King,HYUNDAI,IONIQ 5,1,-122.319115,47.66132
WA,King,MERCEDES-BENZ,EQE-CLASS SUV,1,-122.20578,47.762405
WA,King,TESLA,MODEL Y,1,-121.999595,47.547635
WA,King,VOLKSWAGEN,ID.4,1,-122.319115,47.66132
WA,King,SUBARU,SOLTERRA,1,-122.29179,47.43473
WA,Kitsap,HYUNDAI,IONIQ 5,1,-122.65223,47.57192
WA,King,TESLA,MODEL Y,1,-122.16085,47.624515
WA,King,SUBARU,SOLTERRA,1,-122.29179,47.43473
WA,King,HYUNDAI,KONA ELECTRIC,1,-122.29179,47.43473
WA,King,TESLA,MODEL Y,1,-122.201905,47.61385
WA,King,HYUNDAI,IONIQ 5,1,-122.209285,47.71124
WA,Snohomish,TESLA,MODEL 3,1,-122.1876761,47.820517
WA,King,TESLA,MODEL Y,1,-122.31327,47.32329
WA,Thurston,CHEVROLET,BOLT EUV,1,-122.92145,47.045935
WA,King,CHEVROLET,BOLT EUV,1,-122.296385,47.71558
WA,King,TESLA,MODEL Y,1,-122.234385,47.494545
WA,Clark,TESLA,MODEL 3,1,-122.4853873,45.6083347
WA,King,TESLA,MODEL Y,1,-122.2377542,47.582905
WA,Clark,TESLA,MODEL Y,1,-122.74291,45.818445
WA,King,CHEVROLET,BOLT EUV,1,-122.11832,47.6245
WA,King,MITSUBISHI,OUTLANDER,1,-122.29179,47.43473
WA,King,TESLA,MODEL 3,1,-122.30839,47.610365
WA,King,POLESTAR,PS2,1,-122.34848,47.632405
WA,King,TESLA,MODEL Y,1,-122.201905,47.61385
WA,King,CHRYSLER,PACIFICA,1,-122.29179,47.43473
WA,King,TESLA,MODEL Y,1,-122.201905,47.61385
WA,King,HYUNDAI,IONIQ 5,1,-122.05191,47.357985
WA,King,TESLA,MODEL Y,1,-122.201905,47.61385
WA,King,RIVIAN,R1S,1,-122.201905,47.61385
WA,Thurston,TESLA,MODEL Y,1,-122.7474291,47.0821119
WA,King,TESLA,MODEL X,1,-122.201905,47.61385
WA,King,TESLA,MODEL Y,1,-122.147385,47.599975
WA,King,KIA,NIRO,1,-122.222855,47.305065
WA,King,JEEP,WRANGLER,1,-122.3223156,47.6402108
WA,Clark,HYUNDAI,IONIQ 5,1,-122.405565,45.59009
WA,Clark,TESLA,MODEL Y,1,-122.5918493,45.6617058
WA,King,BMW,530E,1,-122.329815,47.57981
WA,Clark,TESLA,MODEL 3,1,-122.5146473,45.67862
WA,King,CHEVROLET,BOLT EUV,1,-122.11832,47.6245
WA,King,VOLVO,C40,1,-122.16937,47.571015
WA,King,TESLA,MODEL Y,1,-122.382425,47.77279
WA,King,HYUNDAI,IONIQ 5,1,-122.382425,47.77279
WA,King,TESLA,MODEL Y,1,-122.201905,47.61385
WA,King,TESLA,MODEL Y,1,-122.2849393,47.3384055
WA,Pierce,MINI,COUNTRYMAN,1,-122.275748,47.1395924
WA,King,RIVIAN,R1S,1,-122.16937,47.571015
WA,King,TESLA,MODEL 3,1,-122.16085,47.624515
WA,King,TESLA,MODEL 3,1,-122.1298876,47.4451257
WA,King,KIA,EV6,1,-122.363215,47.3084
WA,King,CHEVROLET,BOLT EUV,1,-122.296385,47.71558
WA,King,HYUNDAI,IONIQ 5,1,-122.05191,47.357985
WA,King,NISSAN,LEAF,1,-122.03309,47.58153
WA,King,TESLA,MODEL 3,1,-122.286465,47.476
WA,King,TESLA,MODEL Y,1,-122.34584,47.76726
WA,King,TESLA,MODEL Y,1,-122.30839,47.610365
WA,King,VOLVO,XC90,1,-122.34848,47.632405
WA,King,FORD,MUSTANG MACH-E,1,-122.30823,47.581975
WA,Clark,TESLA,MODEL Y,1,-122.5918493,45.6617058
WA,King,AUDI,E-TRON,1,-122.1820969,47.3198995
WA,King,BMW,I4,1,-122.394185,47.639195
WA,King,TESLA,MODEL Y,1,-122.3175,47.7578146
WA,Cowlitz,JEEP,WRANGLER,1,-122.73125,45.923065
WA,King,MERCEDES-BENZ,EQE-CLASS SEDAN,1,-122.0313266,47.6285782
WA,King,HYUNDAI,IONIQ 5,1,-122.296385,47.71558
WA,King,NISSAN,ARIYA,1,-122.286465,47.476
WA,King,TESLA,MODEL X,1,-122.0313266,47.6285782
WA,King,TESLA,MODEL 3,1,-122.394185,47.639195
WA,Cowlitz,KIA,NIRO,1,-122.9379953,46.1372997
WA,King,SUBARU,SOLTERRA,1,-122.29179,47.43473
WA,King,SUBARU,SOLTERRA,1,-122.29179,47.43473
WA,King,TESLA,MODEL 3,1,-122.0313266,47.6285782
WA,King,TESLA,MODEL X,1,-122.12302,47.67668
WA,King,SUBARU,SOLTERRA,1,-122.29179,47.43473
WA,King,VOLKSWAGEN,ID.4,1,-122.306935,47.62441
WA,King,TESLA,MODEL 3,1,-122.0313266,47.6285782
WA,King,TESLA,MODEL Y,1,-122.201905,47.61385
WA,Clark,TESLA,MODEL Y,1,-122.3538285,45.5838634
WA,King,TESLA,MODEL Y,1,-122.111625,47.36078
WA,Clark,TESLA,MODEL Y,1,-122.405565,45.59009
WA,King,TESLA,MODEL 3,1,-122.209285,47.71124
WA,King,JEEP,WRANGLER,1,-122.209285,47.71124
WA,King,TESLA,MODEL Y,1,-122.199755,47.37483
WA,King,TESLA,MODEL 3,1,-122.2504747,47.7617128
WA,King,TESLA,MODEL Y,1,-122.201905,47.61385
WA,King,BMW,I4,1,-122.201905,47.61385
WA,King,CHEVROLET,BOLT EUV,1,-122.180505,47.500055
WA,King,VOLKSWAGEN,ID.4,1,-122.209285,47.71124
WA,King,CHEVROLET,BOLT EV,1,-122.12302,47.67668
WA,King,TESLA,MODEL X,1,-122.201905,47.61385
