State,County,Make,Model,Longitude,Latitude
WA,King,AUDI,E-TRON GT,-122.37275,47.68968
WA,King,TESLA,MODEL X,-122.12302,47.67668
WA,King,TOYOTA,RAV4 PRIME,-122.2377542,47.582905
WA,Kitsap,CHEVROLET,BOLT EUV,-122.6851642,47.506453
WA,King,HYUNDAI,IONIQ 5,-122.20264,47.6785
WA,Clark,KIA,NIRO,-122.5146473,45.67862
WA,Clark,TESLA,MODEL 3,-122.74291,45.818445
WA,King,TESLA,MODEL Y,-122.37275,47.68968
WA,King,TOYOTA,RAV4 PRIME,-122.16937,47.571015
WA,King,TESLA,MODEL 3,-122.15734,47.487175
WA,King,JEEP,WRANGLER,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-122.20264,47.6785
WA,Jefferson,CHEVROLET,BOLT EUV,-122.7644197,48.1195874
WA,King,MINI,HARDTOP,-121.999595,47.547635
WA,King,MINI,HARDTOP,-122.394185,47.639195
WA,King,TESLA,MODEL 3,-122.16937,47.571015
WA,King,TESLA,MODEL Y,-122.03309,47.58153
WA,Snohomish,VOLKSWAGEN,ID.4,-122.2247757,47.9156409
WA,King,TESLA,MODEL Y,-121.7814012,47.4935316
WA,King,CHRYSLER,PACIFICA,-122.21024,47.4797047
WA,King,MITSUBISHI,OUTLANDER,-121.999595,47.547635
WA,Jefferson,HYUNDAI,KONA ELECTRIC,-122.6872285,47.9281524
WA,King,TESLA,MODEL 3,-121.999595,47.547635
WA,King,HYUNDAI,IONIQ 5,-122.16937,47.571015
WA,Clallam,TOYOTA,RAV4 PRIME,-123.46101,48.118925
WA,King,CHEVROLET,BOLT EUV,-121.98953,47.20347
WA,Clark,HYUNDAI,KONA ELECTRIC,-122.666325,45.641205
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,Snohomish,TESLA,MODEL Y,-122.297265,47.84182
WA,Clark,KIA,NIRO,-122.51692,45.6228
WA,King,TESLA,MODEL X,-122.34848,47.632405
WA,Clark,TESLA,MODEL Y,-122.6483953,45.7010427
WA,King,RIVIAN,R1T,-122.2377542,47.582905
WA,Pierce,TESLA,MODEL Y,-122.589645,47.342345
WA,King,TESLA,MODEL 3,-122.16085,47.624515
WA,Skagit,TESLA,MODEL Y,-122.615305,48.501275
WA,King,NISSAN,LEAF,-122.16937,47.571015
WA,Snohomish,GENESIS,GV60,-122.2247757,47.9156409
WA,Cowlitz,BMW,I4,-122.9379953,46.1372997
WA,King,TESLA,MODEL Y,-122.326965,47.55015
WA,King,JEEP,GRAND CHEROKEE,-122.05191,47.357985
WA,King,TESLA,MODEL Y,-122.2504747,47.7617128
WA,King,TESLA,MODEL Y,-122.30839,47.610365
WA,King,KIA,EV6,-122.2377542,47.582905
WA,King,TESLA,MODEL Y,-122.2377542,47.582905
WA,King,TESLA,MODEL Y,-122.3185,47.67949
WA,King,TESLA,MODEL 3,-122.286465,47.476
WA,Kitsap,BMW,I4,-122.65223,47.57192
WA,King,MITSUBISHI,OUTLANDER,-122.16937,47.571015
WA,Snohomish,JEEP,WRANGLER,-122.091505,47.915555
WA,Thurston,CHEVROLET,BOLT EUV,-122.81709,46.988575
WA,Kitsap,TESLA,MODEL 3,-122.6468815,47.6344364
WA,King,TESLA,MODEL Y,-122.2377542,47.582905
WA,Clark,TESLA,MODEL 3,-122.53218,45.77945
WA,Snohomish,TESLA,MODEL Y,-122.297265,47.84182
WA,Clark,TOYOTA,RAV4 PRIME,-122.405565,45.59009
WA,King,TESLA,MODEL Y,-122.209285,47.71124
WA,King,KIA,EV6,-122.111625,47.36078
WA,Clark,TESLA,MODEL Y,-122.641835,45.638545
WA,King,TESLA,MODEL Y,-122.201905,47.61385
WA,Kitsap,NISSAN,ARIYA,-122.65223,47.57192
WA,Clark,BMW,X5,-122.5918493,45.6617058
WA,King,JEEP,WRANGLER,-122.29179,47.43473
WA,Skagit,TESLA,MODEL Y,-122.32284,48.41653
WA,King,CHEVROLET,BOLT EV,-122.29179,47.43473
WA,King,RIVIAN,R1S,-122.34301,47.659185
WA,Snohomish,TESLA,MODEL Y,-122.2551991,47.8650827
WA,Pierce,FORD,MUSTANG MACH-E,-122.183805,47.18062
WA,King,TESLA,MODEL 3,-122.0313266,47.6285782
WA,King,FORD,MUSTANG MACH-E,-122.03646,47.534065
WA,King,CHRYSLER,PACIFICA,-122.21024,47.4797047
WA,King,TESLA,MODEL Y,-122.363215,47.3084
WA,King,TESLA,MODEL Y,-122.180505,47.500055
WA,Spokane,JEEP,WRANGLER,-117.0923638,47.6643385
WA,King,TESLA,MODEL Y,-122.180505,47.500055
WA,King,MERCEDES-BENZ,EQE-CLASS SEDAN,-122.3175,47.7578146
WA,King,TESLA,MODEL Y,-122.197,47.43876
WA,King,FORD,F-150,-122.20264,47.6785
WA,King,JEEP,GRAND CHEROKEE,-122.29179,47.43473
WA,Snohomish,TESLA,MODEL Y,-122.2247757,47.9156409
WA,Snohomish,NISSAN,LEAF,-122.179458,47.802589
WA,King,TESLA,MODEL Y,-122.209285,47.71124
WA,King,TESLA,MODEL Y,-122.388675,47.5415
WA,Benton,KIA,NIRO,-119.3535873,46.2778489
WA,King,FORD,MUSTANG MACH-E,-122.05191,47.357985
WA,King,VOLKSWAGEN,ID.4,-122.306935,47.62441
WA,Snohomish,TESLA,MODEL Y,-122.2551991,47.8650827
WA,King,VOLVO,XC40,-122.388675,47.5415
WA,King,TESLA,MODEL 3,-122.151665,47.75855
WA,King,CADILLAC,LYRIQ,-122.34584,47.76726
WA,King,TESLA,MODEL 3,-122.2377542,47.582905
WA,King,JEEP,GRAND CHEROKEE,-122.29179,47.43473
WA,Snohomish,TESLA,MODEL 3,-121.972215,47.85674
WA,Pierce,MERCEDES-BENZ,EQB-CLASS,-122.5835454,47.3234488
WA,King,CHEVROLET,BOLT EUV,-122.209285,47.71124
WA,King,HYUNDAI,IONIQ 5,-122.34584,47.76726
WA,King,VOLKSWAGEN,ID.4,-122.38679,47.56484
WA,King,VOLKSWAGEN,ID.4,-122.355145,47.505655
WA,King,VOLVO,V60,-121.9105947,47.6483005
WA,King,BMW,X5,-122.306935,47.62441
WA,Clark,CHEVROLET,BOLT EV,-122.589388,45.6228731
WA,Whatcom,MERCEDES-BENZ,EQS-CLASS SEDAN,-122.45493,48.76809
WA,King,AUDI,Q4,-122.16937,47.571015
WA,King,JEEP,WRANGLER,-122.29179,47.43473
WA,King,KIA,NIRO,-122.2012521,47.3931814
WA,Snohomish,CHRYSLER,PACIFICA,-122.297265,47.84182
WA,King,TESLA,MODEL X,-122.0313266,47.6285782
WA,King,TESLA,MODEL Y,-122.234385,47.494545
WA,King,AUDI,Q4,-122.34301,47.659185
WA,King,AUDI,Q4,-122.306935,47.62441
WA,Spokane,KIA,SPORTAGE,-117.40725,47.718625
WA,King,JEEP,WRANGLER,-122.37275,47.68968
WA,King,BMW,I4,-122.378895,47.66905
WA,Pierce,TESLA,MODEL Y,-122.1820969,47.3198995
WA,King,TESLA,MODEL 3,-122.209285,47.71124
WA,Snohomish,CHEVROLET,BOLT EUV,-122.179458,47.802589
WA,King,TESLA,MODEL Y,-122.30839,47.610365
WA,King,AUDI,Q5 E,-122.20264,47.6785
WA,King,TESLA,MODEL Y,-122.1820969,47.3198995
WA,King,TESLA,MODEL S,-121.999595,47.547635
WA,King,HYUNDAI,KONA ELECTRIC,-122.21024,47.4797047
WA,King,BMW,X5,-122.3185,47.67949
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,Thurston,KIA,EV6,-122.92145,47.045935
WA,Thurston,TESLA,MODEL Y,-122.61023,46.94126
WA,Kitsap,CHEVROLET,BOLT EV,-122.5235781,47.6293323
WA,King,TESLA,MODEL X,-122.34301,47.659185
WA,Kittitas,VOLKSWAGEN,ID.4,-120.4197951,46.9842785
WA,Clark,KIA,SPORTAGE,-122.66592,45.678565
WA,King,VOLVO,XC60,-122.37275,47.68968
WA,Clark,TESLA,MODEL Y,-122.53218,45.77945
WA,King,TESLA,MODEL Y,-122.34301,47.659185
WA,King,HYUNDAI,KONA ELECTRIC,-122.20264,47.6785
WA,King,TESLA,MODEL Y,-122.00498,47.31187
WA,King,KIA,NIRO,-122.388675,47.5415
WA,Clark,KIA,EV6,-122.666325,45.641205
WA,King,TESLA,MODEL Y,-122.20578,47.762405
WA,King,VOLVO,C40,-122.21024,47.4797047
WA,King,KIA,NIRO,-122.03646,47.534065
WA,King,RIVIAN,R1T,-122.05191,47.357985
WA,King,HYUNDAI,KONA ELECTRIC,-122.20264,47.6785
WA,King,JEEP,GRAND CHEROKEE,-122.29179,47.43473
WA,King,TESLA,MODEL S,-122.30839,47.610365
WA,King,RIVIAN,R1S,-122.319115,47.66132
WA,King,TESLA,MODEL Y,-122.20264,47.6785
WA,Snohomish,TESLA,MODEL Y,-122.15134,47.8851158
WA,King,TESLA,MODEL S,-122.306935,47.62441
WA,King,MITSUBISHI,OUTLANDER,-122.296385,47.71558
WA,King,TESLA,MODEL Y,-122.1298876,47.4451257
WA,King,TESLA,MODEL Y,-122.20578,47.762405
WA,King,TESLA,MODEL Y,-122.03646,47.534065
WA,King,KIA,NIRO,-122.34848,47.632405
WA,King,RIVIAN,R1S,-122.180505,47.500055
WA,King,TESLA,MODEL 3,-122.363215,47.3084
WA,King,TESLA,MODEL X,-122.151665,47.75855
WA,King,HYUNDAI,KONA ELECTRIC,-122.29179,47.43473
WA,King,BMW,IX,-122.38679,47.56484
WA,San Juan,RIVIAN,R1S,-123.0219704,48.5316467
WA,Clark,TESLA,MODEL 3,-122.641835,45.638545
WA,Benton,NISSAN,LEAF,-119.113535,46.204945
WA,King,TESLA,MODEL Y,-122.2377542,47.582905
WA,King,TESLA,MODEL Y,-121.999595,47.547635
WA,Clark,TESLA,MODEL 3,-122.6483953,45.7010427
WA,King,TESLA,MODEL Y,-122.286465,47.476
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,King,TESLA,MODEL Y,-122.319115,47.66132
WA,King,SUBARU,SOLTERRA,-122.378895,47.66905
WA,King,RIVIAN,R1S,-122.394185,47.639195
WA,King,TESLA,MODEL Y,-122.209285,47.71124
WA,Clark,MERCEDES-BENZ,EQB-CLASS,-122.74291,45.818445
WA,Thurston,SUBARU,SOLTERRA,-122.7474291,47.0821119
WA,King,VOLKSWAGEN,ID.4,-122.3185,47.67949
WA,King,TESLA,MODEL 3,-122.05191,47.357985
WA,King,VOLKSWAGEN,ID.4,-122.3175,47.7578146
WA,King,KIA,EV6,-122.0313266,47.6285782
WA,Thurston,TESLA,MODEL Y,-122.7474291,47.0821119
WA,King,VOLVO,XC90,-122.11832,47.6245
WA,Clallam,TESLA,MODEL Y,-123.105015,48.08104
WA,King,VOLVO,XC40,-122.37275,47.68968
WA,King,TESLA,MODEL Y,-122.2012521,47.3931814
WA,King,CHRYSLER,PACIFICA,-122.21024,47.4797047
WA,King,TESLA,MODEL 3,-122.03646,47.534065
WA,King,TESLA,MODEL 3,-122.05191,47.357985
WA,King,TESLA,MODEL X,-122.356145,47.52104
WA,King,TESLA,MODEL 3,-122.222855,47.305065
WA,King,CHRYSLER,PACIFICA,-122.21024,47.4797047
WA,King,CHRYSLER,PACIFICA,-122.21024,47.4797047
WA,Clark,TESLA,MODEL Y,-122.5146473,45.67862
WA,King,TESLA,MODEL 3,-122.34301,47.659185
WA,Kitsap,TESLA,MODEL 3,-122.639265,47.5373
WA,King,TESLA,MODEL Y,-122.306935,47.62441
WA,King,TESLA,MODEL Y,-122.16937,47.571015
WA,King,TESLA,MODEL 3,-122.38679,47.56484
WA,King,BMW,IX,-122.306935,47.62441
WA,Clark,CHEVROLET,BOLT EUV,-122.6483953,45.7010427
WA,King,TESLA,MODEL Y,-122.111625,47.36078
WA,King,TESLA,MODEL Y,-122.16937,47.571015
WA,Snohomish,TESLA,MODEL Y,-122.335685,47.80372
WA,King,TESLA,MODEL Y,-122.296385,47.71558
WA,King,TESLA,MODEL Y,-122.319115,47.66132
WA,King,TESLA,MODEL Y,-122.1298876,47.4451257
WA,King,AUDI,E-TRON,-122.03309,47.58153
WA,Grays Harbor,TESLA,MODEL Y,-123.8206,46.97789
WA,King,TESLA,MODEL 3,-122.2504747,47.7617128
WA,King,TESLA,MODEL Y,-122.355145,47.505655
WA,King,TESLA,MODEL Y,-122.33589,47.61099
WA,King,CHRYSLER,PACIFICA,-122.21024,47.4797047
WA,Snohomish,TESLA,MODEL Y,-121.972215,47.85674
WA,Kittitas,VOLKSWAGEN,ID.4,-120.54513,46.993465
WA,King,TESLA,MODEL Y,-122.180505,47.500055
WA,King,TESLA,MODEL Y,-122.34584,47.76726
WA,King,TESLA,MODEL Y,-122.15734,47.487175
WA,King,JEEP,GRAND CHEROKEE,-122.29179,47.43473
WA,King,JEEP,WRANGLER,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-122.3185,47.67949
WA,King,TESLA,MODEL Y,-122.0313266,47.6285782
WA,Thurston,TESLA,MODEL Y,-122.7474291,47.0821119
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,King,TESLA,MODEL Y,-122.37439,47.54468
WA,King,TESLA,MODEL Y,-122.46049,47.44873
WA,Pierce,TESLA,MODEL Y,-122.5835454,47.3234488
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,Kitsap,RIVIAN,R1T,-122.6851642,47.506453
WA,Clark,KIA,SPORTAGE,-122.3538285,45.5838634
WA,King,RIVIAN,R1S,-122.0313266,47.6285782
WA,King,TESLA,MODEL 3,-122.201905,47.61385
WA,King,TESLA,MODEL Y,-122.2849393,47.3384055
WA,King,JEEP,WRANGLER,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-122.34848,47.632405
WA,King,TESLA,MODEL 3,-122.111625,47.36078
WA,Clark,KIA,SPORTAGE,-122.74291,45.818445
WA,King,HYUNDAI,KONA ELECTRIC,-122.20264,47.6785
WA,King,TESLA,MODEL 3,-122.12302,47.67668
WA,Spokane,JEEP,GRAND CHEROKEE,-117.2459114,47.6525293
WA,King,TESLA,MODEL 3,-122.37275,47.68968
WA,King,KIA,EV6,-122.20264,47.6785
WA,Snohomish,TESLA,MODEL Y,-122.2247757,47.9156409
WA,King,TESLA,MODEL X,-121.999595,47.547635
WA,Jefferson,TESLA,MODEL Y,-122.7644197,48.1195874
WA,King,TESLA,MODEL Y,-122.11832,47.6245
WA,King,BMW,IX,-122.20264,47.6785
WA,King,TESLA,MODEL Y,-122.03309,47.58153
WA,King,FORD,MUSTANG MACH-E,-122.2377542,47.582905
WA,Snohomish,VOLKSWAGEN,ID.4,-122.2247757,47.9156409
WA,King,BMW,X5,-122.15734,47.487175
WA,Cowlitz,TESLA,MODEL Y,-122.9379953,46.1372997
WA,Thurston,TESLA,MODEL 3,-122.8874781,47.0519573
WA,King,TESLA,MODEL Y,-122.2012521,47.3931814
WA,King,CHRYSLER,PACIFICA,-122.12302,47.67668
WA,King,TESLA,MODEL Y,-122.34848,47.632405
WA,King,JEEP,WRANGLER,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-122.34584,47.76726
WA,King,HYUNDAI,IONIQ 5,-122.3175,47.7578146
WA,King,AUDI,Q4,-122.37275,47.68968
WA,King,BMW,X5,-122.319115,47.66132
WA,King,CHEVROLET,BOLT EUV,-122.3175,47.7578146
WA,King,TESLA,MODEL Y,-122.201905,47.61385
WA,King,TESLA,MODEL 3,-122.201905,47.61385
WA,Clark,TOYOTA,RAV4 PRIME,-122.405565,45.59009
WA,Clark,TESLA,MODEL 3,-122.6483953,45.7010427
WA,King,TESLA,MODEL Y,-122.20264,47.6785
WA,King,CHRYSLER,PACIFICA,-122.21024,47.4797047
WA,King,AUDI,E-TRON,-122.3185,47.67949
WA,King,TESLA,MODEL Y,-122.180505,47.500055
WA,King,VOLKSWAGEN,ID.4,-122.03309,47.58153
WA,Snohomish,TESLA,MODEL Y,-122.091505,47.915555
WA,King,TESLA,MODEL 3,-122.319115,47.66132
WA,King,JEEP,GRAND CHEROKEE,-122.29179,47.43473
WA,King,RIVIAN,R1T,-122.3175,47.7578146
WA,King,TESLA,MODEL 3,-122.1298876,47.4451257
WA,King,TESLA,MODEL Y,-121.999595,47.547635
WA,King,TESLA,MODEL Y,-122.363215,47.3084
WA,King,TESLA,MODEL Y,-122.2377542,47.582905
WA,King,TESLA,MODEL Y,-122.3185,47.67949
WA,Spokane,RIVIAN,R1T,-117.43167,47.64724
WA,King,CADILLAC,LYRIQ,-122.30823,47.581975
WA,Clark,CHEVROLET,BOLT EUV,-122.5146473,45.67862
WA,King,TESLA,MODEL Y,-121.9810747,47.7377962
WA,Pierce,KIA,NIRO,-122.537565,47.231645
WA,King,HYUNDAI,KONA ELECTRIC,-122.20264,47.6785
WA,King,TESLA,MODEL 3,-122.344125,47.61546
WA,King,TESLA,MODEL Y,-122.38679,47.56484
WA,King,RIVIAN,R1T,-122.1298876,47.4451257
WA,King,TESLA,MODEL Y,-122.30839,47.610365
WA,King,MERCEDES-BENZ,EQS-CLASS SEDAN,-122.2377542,47.582905
WA,Pierce,MERCEDES-BENZ,EQB-CLASS,-122.28718,47.190465
WA,Clark,TESLA,MODEL Y,-122.3538285,45.5838634
WA,King,TOYOTA,BZ4X,-122.0370611,47.6887161
WA,King,TESLA,MODEL Y,-122.34584,47.76726
WA,Pacific,TESLA,MODEL 3,-124.03897,46.30954
WA,King,TESLA,MODEL Y,-122.20264,47.6785
WA,King,TESLA,MODEL Y,-122.382425,47.77279
WA,King,CHEVROLET,BOLT EV,-122.28339,47.549285
WA,Clark,BMW,IX,-122.675975,45.630465
WA,King,NISSAN,LEAF,-122.20578,47.762405
WA,King,RIVIAN,R1S,-122.3223156,47.6402108
WA,King,HYUNDAI,IONIQ 5,-122.21024,47.4797047
WA,King,HYUNDAI,IONIQ 5,-122.3185,47.67949
WA,Pierce,KIA,NIRO,-122.5181098,47.1712579
WA,Clark,VOLKSWAGEN,ID.4,-122.3538285,45.5838634
WA,King,HYUNDAI,IONIQ 6,-122.33589,47.61099
WA,Snohomish,TESLA,MODEL Y,-122.335685,47.80372
WA,King,TESLA,MODEL Y,-122.05191,47.357985
WA,King,BMW,I4,-122.344125,47.61546
WA,King,FORD,ESCAPE,-122.34301,47.659185
WA,King,CHEVROLET,BOLT EV,-122.30839,47.610365
WA,King,PORSCHE,TAYCAN,-122.306935,47.62441
WA,Clark,TESLA,MODEL Y,-122.405565,45.59009
WA,King,TESLA,MODEL Y,-122.16937,47.571015
WA,King,VOLKSWAGEN,ID.4,-122.20264,47.6785
WA,King,TESLA,MODEL 3,-122.3219166,47.4013897
WA,Kitsap,LINCOLN,AVIATOR,-122.5235781,47.6293323
WA,Whitman,TESLA,MODEL Y,-117.17912,46.730885
WA,King,VOLVO,XC90,-122.394185,47.639195
WA,King,KIA,EV6,-122.12302,47.67668
WA,King,TESLA,MODEL Y,-122.16937,47.571015
WA,King,VOLVO,XC60,-122.15734,47.487175
WA,King,TESLA,MODEL 3,-122.05191,47.357985
WA,King,HYUNDAI,IONIQ 5,-122.151665,47.75855
WA,King,JEEP,WRANGLER,-122.21024,47.4797047
WA,King,RIVIAN,R1S,-122.34301,47.659185
WA,Pierce,FORD,MUSTANG MACH-E,-122.275748,47.1395924
WA,Spokane,TESLA,MODEL Y,-117.42694,47.67946
WA,King,TESLA,MODEL Y,-122.34301,47.659185
WA,King,TESLA,MODEL Y,-122.11832,47.6245
WA,King,TESLA,MODEL Y,-122.16085,47.624515
WA,King,CHEVROLET,BOLT EV,-122.355145,47.505655
WA,King,HYUNDAI,IONIQ 5,-122.111625,47.36078
WA,King,VOLVO,XC90,-122.209285,47.71124
WA,King,TESLA,MODEL 3,-122.31327,47.32329
WA,King,TESLA,MODEL Y,-122.197,47.43876
WA,King,RIVIAN,R1S,-122.30823,47.581975
WA,King,TESLA,MODEL X,-122.16937,47.571015
WA,Clark,TESLA,MODEL Y,-122.4853873,45.6083347
WA,Thurston,TESLA,MODEL 3,-122.89692,47.043535
WA,King,TESLA,MODEL Y,-122.21024,47.4797047
WA,King,NISSAN,LEAF,-122.356145,47.52104
WA,King,KIA,NIRO,-122.356145,47.52104
WA,King,SUBARU,SOLTERRA,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-122.16937,47.571015
WA,King,JEEP,WRANGLER,-121.9810747,47.7377962
WA,King,TESLA,MODEL Y,-122.0313266,47.6285782
WA,King,KIA,EV6,-122.111625,47.36078
WA,King,TESLA,MODEL 3,-122.2849393,47.3384055
WA,King,HYUNDAI,KONA ELECTRIC,-122.20264,47.6785
WA,King,HYUNDAI,IONIQ 5,-122.34301,47.659185
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,Snohomish,TESLA,MODEL Y,-122.17673,48.05542
WA,King,JEEP,WRANGLER,-122.29179,47.43473
WA,Clark,TESLA,MODEL 3,-122.7033368,45.7042923
WA,King,HYUNDAI,IONIQ 5,-122.15734,47.487175
WA,King,TESLA,MODEL 3,-122.37275,47.68968
WA,King,TESLA,MODEL Y,-122.319115,47.66132
WA,King,VOLKSWAGEN,ID.4,-122.0370611,47.6887161
WA,King,FORD,MUSTANG MACH-E,-122.209285,47.71124
WA,King,TESLA,MODEL Y,-122.201905,47.61385
WA,King,TESLA,MODEL Y,-122.197,47.43876
WA,Clark,KIA,NIRO,-122.675975,45.630465
WA,King,TESLA,MODEL 3,-122.03309,47.58153
WA,King,POLESTAR,PS2,-122.30839,47.610365
WA,King,TESLA,MODEL X,-122.16937,47.571015
WA,King,TESLA,MODEL Y,-122.31327,47.32329
WA,King,TESLA,MODEL Y,-122.16937,47.571015
WA,King,TESLA,MODEL Y,-122.21024,47.4797047
WA,King,FORD,F-150,-122.20578,47.762405
WA,King,VOLKSWAGEN,ID.4,-122.28339,47.549285
WA,King,TESLA,MODEL Y,-122.34301,47.659185
WA,King,TESLA,MODEL Y,-122.31327,47.32329
WA,Snohomish,TESLA,MODEL Y,-122.2247757,47.9156409
WA,Pierce,VOLVO,XC90,-122.460375,47.26455
WA,King,JEEP,WRANGLER,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-122.03646,47.534065
WA,King,TESLA,MODEL Y,-122.363215,47.3084
WA,King,TESLA,MODEL Y,-122.326965,47.55015
WA,King,BMW,I4,-122.1298876,47.4451257
WA,King,TESLA,MODEL 3,-122.2012521,47.3931814
WA,King,JEEP,GRAND CHEROKEE,-122.29179,47.43473
WA,King,TESLA,MODEL 3,-122.15734,47.487175
WA,King,TESLA,MODEL Y,-122.319115,47.66132
WA,King,TESLA,MODEL X,-122.2012521,47.3931814
WA,King,TESLA,MODEL Y,-122.11832,47.6245
WA,King,CHEVROLET,BOLT EV,-122.29179,47.43473
WA,Whatcom,TESLA,MODEL Y,-122.4569227,48.7470973
WA,Clark,TOYOTA,BZ4X,-122.74291,45.818445
WA,King,VOLKSWAGEN,ID.4,-122.209285,47.71124
WA,King,TESLA,MODEL Y,-122.05191,47.357985
WA,King,TESLA,MODEL 3,-122.16085,47.624515
WA,King,TESLA,MODEL Y,-122.16937,47.571015
WA,Clark,KIA,EV6,-122.641835,45.638545
WA,King,VOLVO,XC60,-122.209285,47.71124
WA,Kitsap,NISSAN,LEAF,-122.54483,47.41801
WA,Snohomish,TESLA,MODEL Y,-122.112265,48.0047
WA,King,TESLA,MODEL Y,-122.319115,47.66132
WA,King,TESLA,MODEL Y,-122.388675,47.5415
WA,King,TESLA,MODEL 3,-122.12302,47.67668
WA,King,JEEP,WRANGLER,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-122.03646,47.534065
WA,Pierce,NISSAN,ARIYA,-122.43827,47.153995
WA,King,VOLVO,C40,-122.21024,47.4797047
WA,King,KIA,EV6,-122.15734,47.487175
WA,King,TESLA,MODEL Y,-122.34301,47.659185
WA,Kitsap,HYUNDAI,TUCSON,-122.64177,47.737525
WA,King,SUBARU,SOLTERRA,-122.03646,47.534065
WA,King,TESLA,MODEL Y,-122.15734,47.487175
WA,Snohomish,HYUNDAI,IONIQ 5,-121.972215,47.85674
WA,Kitsap,NISSAN,ARIYA,-122.6468815,47.6344364
WA,Snohomish,TESLA,MODEL 3,-122.112265,48.0047
WA,King,KIA,EV6,-122.326965,47.55015
WA,Clark,TESLA,MODEL X,-122.51692,45.6228
WA,King,TESLA,MODEL 3,-122.306935,47.62441
WA,King,TESLA,MODEL Y,-122.28339,47.549285
WA,Thurston,NISSAN,ARIYA,-122.81709,46.988575
WA,King,BMW,I4,-122.180505,47.500055
WA,King,TESLA,MODEL Y,-122.03309,47.58153
WA,King,BMW,I4,-122.306935,47.62441
WA,King,TESLA,MODEL Y,-122.151665,47.75855
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,King,JEEP,WRANGLER,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-122.3185,47.67949
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,Snohomish,VOLKSWAGEN,ID.4,-122.37507,47.80807
WA,Clark,JEEP,WRANGLER,-122.74291,45.818445
WA,King,RIVIAN,R1T,-122.15734,47.487175
WA,King,HYUNDAI,IONIQ 5,-122.16085,47.624515
WA,King,TESLA,MODEL Y,-122.1820969,47.3198995
WA,King,KIA,NIRO,-122.34584,47.76726
WA,Kitsap,RIVIAN,R1S,-122.5235781,47.6293323
WA,King,TESLA,MODEL Y,-121.98953,47.20347
WA,Snohomish,TESLA,MODEL 3,-122.12324,48.19485
WA,Pierce,TESLA,MODEL Y,-122.275748,47.1395924
WA,Snohomish,TESLA,MODEL Y,-122.2551991,47.8650827
WA,Walla Walla,HYUNDAI,IONIQ 5,-118.34332,46.063985
WA,Clark,TESLA,MODEL 3,-122.405565,45.59009
WA,King,TESLA,MODEL Y,-122.363815,47.63046
WA,King,VOLKSWAGEN,ID.4,-122.0313266,47.6285782
WA,King,BMW,I4,-122.319115,47.66132
WA,Clark,TOYOTA,RAV4 PRIME,-122.74291,45.818445
WA,Pierce,FORD,F-150,-122.28718,47.190465
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,King,TESLA,MODEL 3,-122.201905,47.61385
WA,King,TESLA,MODEL Y,-122.3175,47.7578146
WA,King,KIA,NIRO,-121.8740496,47.5345546
WA,Snohomish,MERCEDES-BENZ,EQE-CLASS SUV,-122.30842,47.78416
WA,King,HYUNDAI,KONA ELECTRIC,-122.21024,47.4797047
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,King,RIVIAN,R1S,-122.228025,47.61598
WA,King,TESLA,MODEL Y,-122.16937,47.571015
WA,Pierce,TESLA,MODEL Y,-122.7658848,47.2739449
WA,King,HYUNDAI,IONIQ 5,-122.363215,47.3084
WA,King,NISSAN,LEAF,-122.286465,47.476
WA,King,TESLA,MODEL Y,-122.00498,47.31187
WA,King,RIVIAN,R1S,-122.394185,47.639195
WA,King,MERCEDES-BENZ,EQS-CLASS SUV,-122.228025,47.61598
WA,King,TESLA,MODEL 3,-122.34301,47.659185
WA,King,RIVIAN,R1T,-122.34301,47.659185
WA,King,RIVIAN,R1T,-122.11832,47.6245
WA,King,TESLA,MODEL Y,-122.151665,47.75855
WA,King,TESLA,MODEL Y,-122.38679,47.56484
WA,King,TESLA,MODEL 3,-122.1820969,47.3198995
WA,King,VOLKSWAGEN,ID.4,-122.2849393,47.3384055
WA,King,HYUNDAI,IONIQ 5,-122.306935,47.62441
WA,King,TESLA,MODEL Y,-122.16085,47.624515
WA,King,CHEVROLET,BOLT EUV,-122.28339,47.549285
WA,King,VOLKSWAGEN,ID.4,-122.378895,47.66905
WA,King,CHEVROLET,BOLT EUV,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-122.199755,47.37483
WA,Snohomish,KIA,EV6,-122.30842,47.78416
WA,King,TESLA,MODEL 3,-122.228025,47.61598
